,level_0,index,Unnamed: 0,title,ingredients,directions,link,source,NER
24,321922,1486288,1486288,Baked Eggs In Avocado Cups With Feta And Mint Recipe,"[""Extra-virgin olive oil, for oiling and drizzling"", ""4 pieces naan or pita bread, preferably whole wheat"", ""4 avocados, halved, pitted, and skins removed"", ""Dried red chili flakes, for sprinkling"", ""Ground cumin, for sprinkling"", ""Kosher salt and freshly ground black pepper"", ""1/4 cup pepitas"", ""8 large eggs"", ""1/2 cup crumbled feta, preferably Bulgarian"", ""1/2 cup fresh mint leaves, roughly chopped"", ""2 tablespoons juice from 1 lemon"", ""Sriracha, for serving (optional)""]","[""Preheat the oven to 425\u00b0F. Rub both sides of naan with oil and place on a rimmed baking sheet or baking dish. Top each piece of naan with two avocado halves. Using a spoon, scoop out a little avocado flesh from the avocado pits' holes, if necessary, to make spaces large enough for the eggs. Drizzle avocado halves with oil, then sprinkle each one with a pinch of chili flakes and cumin. Season with salt and pepper. Sprinkle pepitas all over naan and avocados."", ""Crack 1 egg into each avocado half and bake until whites are set and yolks still runny, about 15 minutes. Top with the feta, mint leaves, and lemon juice. Serve with sriracha, if desired.""]",www.seriouseats.com/recipes/2014/06/baked-eggs-avocado-feta-mint-recipe.html,Gathered,"[""Extra-virgin olive oil"", ""pita bread"", ""avocados"", ""red chili"", ""Ground cumin"", ""Kosher salt"", ""\u00bc"", ""eggs"", ""crumbled feta"", ""fresh mint"", ""lemon""]"
25,351239,1982283,1982283,Tuscan Ribollita Style Soup - Vegetarian,"[""4 tablespoons extra virgin olive oil, plus extra for drizzling"", ""1 onion, sliced"", ""1 pinch crushed dried chili"", ""2 garlic cloves, sliced"", ""1 tablespoon tomato puree"", ""1 teaspoon thyme leaves, washed"", ""2 tomatoes, deseeded & chopped"", ""2 carrots, diced"", ""250 g savoy cabbage, shredded"", ""1 liter vegetable stock"", ""400 g tinned cannellini beans, drained & rinsed"", ""4 slices bread (baguette style)"", ""1 garlic clove, peeled to serve""]","[""Heat the oilin a large saucepan."", ""Fry the onion over a low heat for 5-6 minutes."", ""add the chillies & sliced garlic, cook for a further 2 minutes."", ""Stir in the tomato puree & thyme, cook for 1 minute."", ""Add the tomatoes, carrots & cabbage."", ""Pour in the stock & bring to the boil, reduce the heat, cover & simmer forr 20-30 minutes."", ""Add the cannellini beans & simmer for a few more minutes."", ""Rub each slice of bread with the garlic clove, drizzle with olive oil & put one in each bowl."", ""Pour the soup over the bread & serve.""]",www.food.com/recipe/tuscan-ribollita-style-soup-vegetarian-293163,Recipes1M,"[""extra virgin olive oil"", ""onion"", ""dried chili"", ""garlic"", ""tomato puree"", ""thyme"", ""tomatoes"", ""carrots"", ""savoy cabbage"", ""vegetable stock"", ""beans"", ""bread"", ""garlic""]"
26,294279,70347,70347,Grape Salad,"[""8 oz. pkg. cream cheese"", ""8 oz. Cool Whip"", ""1 small can pineapple tidbits, drained"", ""2 Tbsp. pineapple juice"", ""1/4 c. sugar"", ""2 1/2 c. red seedless grapes, halved""]","[""Mix together cream cheese, Cool Whip, sugar and pineapple juice until smooth."", ""Blend in pineapple tidbits and grapes.""]",www.cookbooks.com/Recipe-Details.aspx?id=234018,Gathered,"[""cream cheese"", ""pineapple tidbits"", ""pineapple juice"", ""sugar"", ""red seedless grapes""]"
27,162111,1253397,1253397,Mixed Berry Meringue,"[""1 tbsp oil"", ""4 None egg whites, separated"", ""1 1/2 cups powdered sugar, plus extra for sprinkling"", ""1 tsp cornstarch"", ""1 tsp lemon juice"", ""2 tsp vanilla extract"", ""1/2 lb raspberries"", ""1/2 lb strawberries, quartered"", ""2/3 lb blueberries"", ""8 oz mascarpone cheese"", ""1/4 oz gelatin, dissolved according to package instructions"", ""1 cup whipping cream, whipped""]","[""Preheat the oven to 300\u00b0F. Line a baking sheet with parchment paper and coat thinly with oil. For the meringue, beat the egg whites with the whisk of a mixer until they form stiff peaks, gradually adding 2/3 cup powdered sugar. Continue beating for 3 mins. Add the cornstarch, lemon juice, 1 tsp vanilla and 2/3 cup powdered sugar and continue to beat until the mixture is very shiny. Spoon into a piping bag fitted with a plain nozzle and pipe 2 - 10 x 3 inch rectangles on the baking sheet. Bake for 20-25 mins. Cool for a few mins."", ""Meanwhile, cut a piece of parchment paper to the same size as the baking sheet and sprinkle with powdered sugar. Turn the meringues onto the paper and peel off the baked paper. Cool completely."", ""Mix the raspberries, strawberries and blueberries. Transfer half the berries and the remaining powdered sugar to a blender and puree."", ""For the cream mixture, mix the mascarpone, 1 tsp vanilla extract and 1/3 of the berry puree. Stir together the gelatin and whipped cream then stir in the mascarpone mixture."", ""To assemble, place 1 meringue on a cake plate. Spread with half the cream mixture, drizzle with half the berry puree and sprinkle with half the remaining berries. Top with the second meringue and remaining cream mixture, berry puree and berries. Chill for 20 mins then sprinkle with powdered sugar to serve.""]",recipes-plus.com/api/v2.0/recipes/20099,Gathered,"[""oil"", ""egg whites"", ""powdered sugar"", ""cornstarch"", ""lemon juice"", ""vanilla"", ""raspberries"", ""strawberries"", ""blueberries"", ""mascarpone cheese"", ""gelatin"", ""whipping cream""]"
28,452403,116972,116972,Mildy'S Pineapple Pudding,"[""1 box graham crackers"", ""1 c. brown sugar"", ""1 large can crushed pineapple"", ""2 eggs""]","[""Cook sugar, eggs and pineapple until thick. Layer crackers and filling and top with whipped cream or Cool Whip or your favorite whipped cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=62078,Gathered,"[""graham crackers"", ""brown sugar"", ""pineapple"", ""eggs""]"
29,108380,1424705,1424705,Roasted Garlic-And-Basil Tomato Soup,"[""3 large garlic cloves, slightly flattened"", ""1 (3-ounce) package shallots, peeled and halved"", ""1 tablespoon olive oil"", ""1 (14 1/2-ounce) can Italian-style stewed tomatoes, undrained"", ""1 1/2 cups chicken broth, divided"", ""1/2 teaspoon hot sauce"", ""1/2 teaspoon balsamic vinegar"", ""1/4 teaspoon salt"", ""1/8 teaspoon freshly ground pepper"", ""Pinch of ground red pepper"", ""1 1/2 tablespoons minced fresh basil"", ""Basil Pesto Toast (optional)""]","[""Place garlic and shallots in an 8-inch square pan lined with aluminum foil; drizzle with oil."", ""Bake at 450\u00b0 for 15 minutes, stirring twice; cool."", ""Process garlic, shallots, tomatoes, 3/4 cup chicken broth, and next 5 ingredients in a blender or food processor until smooth, stopping to scrape down sides."", ""Cook tomato mixture and remaining 3/4 cup broth in a medium saucepan over medium heat 5 minutes or until thoroughly heated. Stir in basil; serve immediately with Basil Pesto Toast, if desired."", ""Note: To serve 4, double all ingredients. Process half each of garlic, shallots, and tomatoes with 1 cup broth in blender; repeat. Heat tomato mixture and remaining 1 cup broth in a large sacucepan for 8 minutes.""]",www.myrecipes.com/recipe/roasted-garlic-and-basil-tomato-soup,Gathered,"[""garlic"", ""shallots"", ""olive oil"", ""Italian-style stewed tomatoes"", ""chicken broth"", ""hot sauce"", ""balsamic vinegar"", ""salt"", ""freshly ground pepper"", ""ground red pepper"", ""fresh basil""]"
30,281152,125904,125904,Pumpkin Muffins,"[""1 egg"", ""1/2 c. vegetable oil"", ""1/3 c. sugar"", ""1/2 c. pumpkin (canned)"", ""2 tsp. pumpkin pie spice"", ""3/4 c. milk"", ""2 c. all-purpose flour"", ""3 tsp. baking powder"", ""1/2 c. raisins""]","[""Preheat oven to 400\u00b0."", ""Grease bottoms only of 12 medium muffin cups."", ""Beat egg; stir in milk and oil."", ""Stir in remaining ingredients all at once, just until flour is moistened."", ""(Batter will be lumpy.)"", ""Fill muffin cups 3/4 full."", ""Bake until golden brown, about 20 minutes."", ""Immediately remove from pan."", ""Cool on rack or serve warm.""]",www.cookbooks.com/Recipe-Details.aspx?id=41905,Gathered,"[""egg"", ""vegetable oil"", ""sugar"", ""pumpkin"", ""pumpkin pie spice"", ""milk"", ""flour"", ""baking powder"", ""raisins""]"
31,95366,1395198,1395198,Peios Magic Cake,"[""4 Large Eggs Separated"", ""1 teaspoon Vanilla"", ""3/4 cup White sugar"", ""1/2 cup Melted butter [1 stick]"", ""3/4 cup All purpose flour"", ""3 tablespoons Powdered sugar for dusting [optional]""]","[""Preheat your oven to 325\r\nGrease an 8x8 baking dish"", ""Whip the egg whites until stiff, then set aside\r\nCombine the yolks and sugar until light. Stir in the butter and vanilla. Once blended thoroughly add the flour slowly and combine until fully incorporated.\r\nSlowly add the milk to the mixture."", ""*Fold in the egg whites-do not stir!"", ""Everyones oven heats differently-it will look like chunky soup when going in, but coming out it may be a little jiggly in the middle. This cake is a cross between flan and a creme brulee texture wise. Make sure it's fully cooled before you cut into it [good luck with that I can never wait].""]",food52.com/recipes/81462-peios-magic-cake,Gathered,"[""Eggs"", ""Vanilla"", ""White sugar"", ""butter"", ""flour"", ""Powdered sugar""]"
32,78768,76568,76568,Potato Soup,"[""3 c. minced leeks and onions"", ""4 c. cubed potatoes"", ""4 c. chicken broth"", ""3 Tbsp. butter"", ""3 Tbsp. flour"", ""1 Tbsp. salt"", ""small amount sour cream (1 to 2 Tbsp.)"", ""fresh cooked spinach (optional)""]","[""Saute leeks and onions in butter."", ""Add flour, then potatoes, broth and salt."", ""Simmer until potatoes are cooked (may be mashed a little)."", ""Add sour cream when ready to serve."", ""Spinach should be added after soup is done and before sour cream is added.""]",www.cookbooks.com/Recipe-Details.aspx?id=213469,Gathered,"[""leeks"", ""potatoes"", ""chicken broth"", ""butter"", ""flour"", ""salt"", ""sour cream""]"
33,192685,367380,367380,Cheap Cocoa Cake,"[""2 c. flour"", ""1 1/2 c. sugar"", ""1 tsp. baking powder"", ""1 tsp. soda"", ""1 tsp. salt"", ""6 Tbsp. cocoa"", ""1/2 c. shortening"", ""1 c. water"", ""2 eggs"", ""1 tsp. vanilla""]","[""Sift together dry ingredients into mixing bowl."", ""Add shortening, water and eggs. Mix with mixer; add vanilla."", ""Pour into greased 9 x 12-inch pan."", ""Bake at 375\u00b0 for 35 minutes or until done."", ""Frost with your favorite frosting.""]",www.cookbooks.com/Recipe-Details.aspx?id=376801,Gathered,"[""flour"", ""sugar"", ""baking powder"", ""soda"", ""salt"", ""cocoa"", ""shortening"", ""water"", ""eggs"", ""vanilla""]"
34,274983,2113569,2113569,Spicy Baked Chicken,"[""3 -4 chicken breasts"", ""4 tablespoons butter, melted"", ""4 tablespoons lemon juice"", ""1 cup breadcrumbs"", ""1 tablespoon cayenne pepper"", ""salt"", ""pepper""]","[""Preheat oven to 450F."", ""Season chicken breasts with salt and pepper."", ""In one container, mix the butter and lemon juice and in another, mix the bread crumbs and cayenne pepper."", ""Obviously if you want it hotter, put more cayenne and vise versa."", ""Coat the chicken in the wet mix then in the dry mix."", ""Place the breasts in a baking dish and put the remaining liquid in the bottom along with a few more tablespoons of butter so the baking dish doesn't dry out."", ""Bake for 25-30 minutes.""]",www.food.com/recipe/spicy-baked-chicken-283369,Recipes1M,"[""chicken breasts"", ""butter"", ""lemon juice"", ""breadcrumbs"", ""cayenne pepper"", ""salt"", ""pepper""]"
35,396502,1586675,1586675,Lenten Potato Soup,"[""12 whole Small Potatoes, Diced"", ""6 cups Water"", ""1 block Cream Cheese (8 Oz.)"", ""1 can (10 Oz. Size) Cream Of Celery Soup"", ""2 teaspoons Onion Powder"", ""2 dashes Ground Black Pepper"", ""1 dash Salt""]","[""Peel and dice potatoes into 1-inch cubes. Boil in 6 cups of water until fork tender. Reduce heat. Using a fork smash the potatoes against the side of the pot. Smash as much or as little as you prefer. Some like it chuncky, some like it smooth."", ""Add the rest of the ingredients to the water and smashed potatoes. Simmer and stir until everything is melted and creamy. Serve with grated cheese. Also great with crumbled bacon when it's not Lent!"", ""Adjust the amount of potatoes and water to suit your tastes. The pepper and salt measurements are also estimates. Season to taste.""]",tastykitchen.com/recipes/soups/lenten-potato-soup/,Gathered,"[""Potatoes"", ""Water"", ""Cream Cheese"", ""Cream Of Celery Soup"", ""Onion Powder"", ""Black Pepper"", ""Salt""]"
36,316230,856129,856129,Nutty Broccoli-Bac'N Salad,"[""8 oz. nonfat yogurt"", ""1 Tbsp. vinegar"", ""2 Tbsp. sugar"", ""4 c. broccoli flowerets"", ""1/4 c. Bac'n Chips"", ""1/2 c. pecan pieces""]","[""Stir yogurt; mix in vinegar and sugar."", ""Pour over broccoli. Toss to combine."", ""Before serving, stir in Bac'n Chips and nuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=168201,Gathered,"[""nonfat yogurt"", ""vinegar"", ""sugar"", ""broccoli flowerets"", ""Bac'n Chips"", ""pecan""]"
37,61135,656664,656664,Cranberry Salad,"[""1 c. chopped cranberries"", ""1 c. sugar"", ""2 c. grapes"", ""1/2 c. pineapple"", ""1/2 to 2 c. nuts"", ""1/2 c. marshmallows"", ""1 pt. whipping cream""]","[""Combine cranberries and sugar."", ""Refrigerate overnight."", ""Drain off liquid."", ""Combine grapes, pineapple, nuts and whipping cream. Fold in cranberries."", ""Spread marshmallows last and fold in evenly. Refrigerate pineapple and grapes before folding in whipped cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=263144,Gathered,"[""cranberries"", ""sugar"", ""grapes"", ""pineapple"", ""nuts"", ""marshmallows"", ""whipping cream""]"
38,280576,1288219,1288219,"Boneless Birds Or ""Benlose Fugle"" ","[""2 lbs. Round Steak, sliced 1/2 inch thick"", ""16 slices bacon"", ""16 slices Swiss cheese"", ""3/4 cup minced onion (optional)"", ""1/2 cup flour (Reserve 1 tbs for gravy)"", ""3 tbs butter"", ""1 can (10 1/2 oz) beef bouillion or"", ""1 1/2 cups of Au Jus mix"", ""salt & pepper to taste""]","[""Cut meat into 12 uniform size pieces and pound thinto approximate square shapes."", """", ""Cover each piece of meatwith a slice of bacon and swiss cheese, trimming them to fit."", ""Sprinkle with salt & pepper & add rounded tbs minced onion."", """", ""Roll up holding closed with a toothpick oe tie firmly with heavy duty white cotton thread. (Take care that the filling doesn't ooze out of the ends)"", """", ""Roll in the flour, coating very lightly."", ""Brown them hot butter on all sides in a moderately hot pan."", """", ""Add the bouillion or Au Jus."", ""Cover and place into a degree oven and bake 1 1/2 hours."", ""Add water if necessary to keep the fluid level up."", ""Turn the rolls from time to time."", """", ""When done, remove the birds from oven or skillet."", ""Set aside while you skim the fat and thicken the liquid with a slurry of 1 tbs flour to 1/2 cup ice water."", """", ""Cook for a couple of minutes to thicken and to take away the 'raw' taste of the flour."", """", ""Serve the birds with the rich brown gravy."", ""The bacon adds a lovely richness and great mouth feel."", """", ""Serve with some potatoes or noodles and your favorite vegetable.""]",www.epicurious.com/recipes/member/views/boneless-birds-or-benlose-fugle-52514091,Gathered,"[""bacon"", ""Swiss cheese"", ""onion"", ""flour"", ""butter"", ""beef bouillion"", ""Jus"", ""salt""]"
39,202617,2069558,2069558,Puff Pastry Knots,"[""1 sheet frozen puff pastry, thawed according to package directions"", ""14 cup apricot preserves""]","[""Preheat the oven to 400 degrees F."", ""Roll out puff pastry into a rectangle, about 12 by 15 inches."", ""Spread preserves over the dough, to within 1/2-inch of the edges."", ""Fold dough in half lengthwise."", ""Gently roll again to seal edges."", ""Using a sharp knife or pizza cutter, cut dough crosswise into 1/2-inch thick strips."", ""Take each strip by the ends and tie into a knot."", ""Arrange knots on a large baking sheet and press down the ends."", ""Bake 6 to 10 minutes, until puffed up and golden brown.""]",www.food.com/recipe/puff-pastry-knots-310667,Recipes1M,"[""pastry"", ""apricot preserves""]"
40,297977,1313122,1313122,Walnut Cream Sauce ,"[""2 tablespoons butter"", ""1 tablespoon flour"", ""1/2 cup onion chopped"", ""1 cup white mushroom, chopped"", ""2 cloves garlic, minced"", ""2 tablespoons lemon juice or 1/4 cup white wine"", ""1 1/2 cups milk or half and half"", ""2 tablespoons Dijon mustard"", ""1/4 cup shelled walnuts"", ""Salt, pepper to taste"", ""1 tablespoon each dried tarragon and dried oregano"", ""Olive oil""]","[""saute onions, mushrooms, and garlic in butter until tender. Sprinkle with flour and cook for two minutes. Whisk in lemon juice, mustard and milk and cook until thickened.""]",www.epicurious.com/recipes/member/views/walnut-cream-sauce-50084746,Gathered,"[""butter"", ""flour"", ""onion"", ""white mushroom"", ""garlic"", ""lemon juice"", ""milk"", ""mustard"", ""walnuts"", ""Salt"", ""tarragon"", ""Olive oil""]"
41,467619,554473,554473,Dump Cake Dessert,"[""1 (20 oz.) can pineapple chunks"", ""1 (21 oz.) can cherry pie filling"", ""1 (2 layer) pkg. yellow cake mix"", ""1/2 c. margarine"", ""1 c. pecan halves"", ""8 oz. whipped topping""]","[""Combine pineapple and pie filling in a 9 x 13-inch baking dish; mix well."", ""Sprinkle cake mix over fruit mixture."", ""Dot with margarine."", ""Top with pecans."", ""Bake at 350\u00b0 for 45 minutes."", ""Spread whipped topping over cooled cake."", ""Chill, tightly covered, until serving time."", ""Yield:"", ""8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=504290,Gathered,"[""pineapple"", ""cherry pie filling"", ""layer"", ""margarine"", ""pecan halves""]"
42,305318,1019446,1019446,Kamish Bread,"[""1/4 lb margarine"", ""1/2 cup sugar"", ""2 g sugar substitute"", ""1/4 teaspoon salt"", ""3 eggs"", ""1 teaspoon vanilla"", ""2 cups flour"", ""3 teaspoons baking powder"", ""1/2 cup nuts, chopped (optional)""]","[""Preheat oven to 350 degrees."", ""Beat margarine, eggs, sugar. Add vanilla, salt, and 1 1/2 cup flour until absorbed. Mix 1/2 cup flour with baking powder. Add to mixture."", ""If chocolate is desired, add cocoa to a few tablespoons of mixture. Form into small cylinder."", ""If nuts are desired, mix into plain dough by hand."", ""Keep hands very wet. Form into loaves. For chocolate loaves, surround chocolate cylinder with plain dough."", ""Bake 25 minutes. Slice into 1/2\"" pieces. Cook 10 minutes."", ""Flip slices, turn off oven and return to the oven. Leave in as long as you can bear to, at least an hour. Preferrably overnight.""]",www.food.com/recipe/kamish-bread-378524,Gathered,"[""margarine"", ""sugar"", ""sugar substitute"", ""salt"", ""eggs"", ""vanilla"", ""flour"", ""baking powder"", ""nuts""]"
43,165903,1806296,1806296,Buckwheat Pancakes With Puree Of Swiss Chard Recipe,"[""1 1/2 lb Swiss chard"", ""2 ounce Butter"", ""4 Tbsp. Fromage frais Salt and pepper"", ""1/2 pt Lowfat milk"", ""1 x Free-range egg"", ""1 tsp Oil"", ""2 ounce Buckwheat flour"", ""2 ounce Wholemeal flour"", ""1 pch salt A little oil for frying Sesame seeds for garnish""]","[""1."", ""First prepare the pancake filling."", ""Wash the chard leaves and remove the stems."", ""Cut the stems roughly and boil for 10 min."", ""Drain."", ""2."", ""Heat the butter then add in the cooked stems and leaves and cook for 10 min or possibly till the leaves are soft."", ""3."", ""Puree the mix in a food processor or possibly blender."", ""Fold in the fromage frais and season well."", ""Keep the filling hot whilst preparing the pancakes."", ""4."", ""Using a food processor or possibly blender, mix the lowfat milk, egg and oil together for 30 seconds Then add in the flours and salt and blend again till smooth."", ""5."", ""Using a small, preferably non-stick pan, heat a little oil and when the pan is smoking add in 2tbsp batter and fry the pancake for 2-3 min on either side."", ""6."", ""Fill each pancake with the vegetable puree and roll up."", ""Sprinkle on some sesame seeds and serve warm accompanied by a mushroom or possibly tomato sauce."", ""NOTES : The secret when cooking Swiss chard is to make sure the stalks are well cooked before adding the leaves."", ""This strongly flavoured vegetable goes well with the equally robust buckwheat."", ""This recipe could be made with spinach.""]",cookeatshare.com/recipes/buckwheat-pancakes-with-puree-of-swiss-chard-94681,Recipes1M,"[""Swiss chard"", ""Butter"", ""Salt"", ""milk"", ""egg"", ""Oil"", ""ounce Buckwheat flour"", ""Wholemeal flour"", ""salt""]"
44,314011,719883,719883,Hot Pepper Jelly,"[""1 1/2 c. green and red bell peppers, seeded and chopped fine"", ""2/3 c. jalapeno peppers, seeded and chopped fine (approximately 6)"", ""6 1/2 c. sugar"", ""1 1/2 c. vinegar (white or red wine)"", ""2 pouches Certo""]","[""Place peppers, sugar and vinegar in a large saucepan; bring to a rolling boil for 3 minutes."", ""Set aside for 5 minutes."", ""Add the Certo; bring to a boil again and boil for 1 minute."", ""Pour into sterile jelly glasses and seal."", ""Serve as an appetizer atop cream cheese; spread on Triscuits."", ""Makes 7 to 8 jelly glasses.""]",www.cookbooks.com/Recipe-Details.aspx?id=539479,Gathered,"[""green"", ""jalapeno peppers"", ""sugar"", ""vinegar"", ""pouches Certo""]"
45,279202,1560176,1560176,Cherry Pie With Almond Crumb Topping,"[""FOR THE PIE:"", ""1 whole Dough Recipe For Single Crust Pie, Your Favorite Or Prepared"", ""4 cups Cherries, Pitted. If Using Frozen, Thaw And Drain"", ""4 Tablespoons Cornstarch"", ""1/2 cups Sugar (can Adjust Based On Cherry Sweetness)"", ""1 Tablespoon Lemon Juice"", ""1/8 teaspoons Salt"", ""1 teaspoon Almond Extract"", ""1 Tablespoon Flour, For Sprinkling Onto Crust"", ""_____"", ""FOR THE TOPPING:"", ""1/2 cups Flour"", ""1/2 cups Sugar (white Or Brown, See Text)"", ""1/3 cups Oats, Old Fashioned"", ""1 cup Almonds, Sliced"", ""6 Tablespoons Butter, Melted"", ""1/2 teaspoons Almond Extract"", ""1/4 teaspoons Cinnamon (can Add More If You Want)"", ""1 pinch Salt""]","[""For the crumb topping, I just winged it, adding equal parts of flour and sugar, some oats, lots of almonds and butter, a dash of cinnamon and salt and a bit of almond extract. I used about 1/4 teaspoon of cinnamon, and I think it could have been even stronger. I was light handed with the cinnamon because I didn't want to overpower the almond extract (or clash with it). If you want it a little stronger, I leave that decision to your taste buds."", ""I also used regular sugar, because I didn't want the crumbs to be too heavy and sweet, and it turned out great. However, it would probably be just as great with light brown sugar, so feel free to use that if you want a slightly stronger and sweeter crumb! I added the almond slices whole, and used a fork to combine the crumbs, breaking up the almond slices as I mixed. The almond breakage wasn't uniform, so it gave a nice variation in texture and taste. Don't worry about getting to every last little almond slice."", ""Directions:"", ""1. Preheat oven to 375F"", ""2. Make the pie filling: Combine cherries, cornstarch, sugar, lemon juice, salt, and almond extract gently in a bowl."", ""3. Place bottom crust in pie plate, and spread 1 Tablespoon of flour on the bottom crust. This will help prevent the bottom crust from getting soggy."", ""4. Spoon filling into the bottom crust."", ""5. Make the topping: Combine the flour, sugar, oats, almonds, butter, extract, cinnamon and salt, and mix until moistened. If it seems a little dry for you, add an extra Tablespoon of butter."", ""6. Sprinkle the crumbs onto the pie as uniformly as you can, giving the best coverage that you can. Gently pat the crumbs into place."", ""7. Bake at 375 for 1 hour to 1 hour 10 minutes. I put an aluminum shield on the crust about halfway through and it was perfect."", ""8. Let cool completely on rack."", ""Effort-wise, this pie was on par with a double-crust pie. Making the crumb topping takes about as much time as rolling a second crust. I have to say, I really enjoyed the change in flavor and texture that the crumb topping gave to this pie. The filling was the perfect contrast to the crumbs in every way, and each bite had the taste of buttery crust, tart cherries, and sweet crunchy crumbs."", ""All in all, as you wind down your summer baking, and the last few weeks of good fruit come in, consider making this. The fresh ripe cherries won't be around much longer, so make haste!""]",tastykitchen.com/recipes/desserts/cherry-pie-with-almond-crumb-topping/,Gathered,"[""Dough"", ""Cherries"", ""Cornstarch"", ""Sugar"", ""Lemon Juice"", ""Salt"", ""Almond Extract"", ""Flour"", ""_____"", ""Flour"", ""Sugar"", ""Oats"", ""Almonds"", ""Butter"", ""Almond Extract"", ""\u00bc"", ""Salt""]"
46,452648,434665,434665,Snowy Potato Casserole,"[""4 lb. potatoes"", ""1 c. sour cream"", ""1/4 tsp. pepper"", ""1/4 c. chopped chives"", ""1 Tbsp. butter"", ""1 (8 oz.) pkg. cream cheese"", ""2 tsp. salt"", ""garlic powder"", ""1/2 tsp. paprika""]","[""Peel potatoes; cook as for mashed potatoes."", ""Mash and add cream cheese, sour cream, salt, pepper and garlic powder."", ""Beat with mixer on high until creamy."", ""Stir in chives; spoon into a lightly greased baking dish."", ""Sprinkle with paprika; dot with butter."", ""Bake in a 350\u00b0 oven until hot and bubbly.""]",www.cookbooks.com/Recipe-Details.aspx?id=649977,Gathered,"[""potatoes"", ""sour cream"", ""pepper"", ""chives"", ""butter"", ""cream cheese"", ""salt"", ""garlic"", ""paprika""]"
47,96101,720023,720023,Cocktail Reubens,"[""36 slices party rye bread"", ""French salad dressing"", ""1 pkg. thin sliced corned beef"", ""6 slices Swiss cheese"", ""1 (8 oz.) can sauerkraut, drained and cut""]","[""Spread each slice of rye with a little of the salad dressing. Top with a thin slice of corned beef."", ""Cover with a teaspoon of sauerkraut."", ""Cut each slice of cheese into 6 pieces."", ""Put 1 piece on each appetizer."", ""Place on baking sheet."", ""Bake in 400\u00b0 oven for 6 to 8 minutes or until cheese melts and appetizers are heated through.""]",www.cookbooks.com/Recipe-Details.aspx?id=524651,Gathered,"[""party rye bread"", ""salad dressing"", ""thin"", ""Swiss cheese"", ""sauerkraut""]"
48,4293,1414408,1414408,Mediterranean Salad,"[""1 1/2 teaspoons whole fennel seeds"", ""1 15.5-oz. can chickpeas, drained and rinsed"", ""2/3 cup extra-virgin olive oil"", ""Salt and pepper"", ""Zest of 1 lemon"", ""6 tablespoons fresh lemon juice"", ""2 teaspoons chopped fresh oregano, or 1 1/4 tsp. dried"", ""2 tablespoons chopped fresh mint leaves, or 1 1/4 tsp. dried"", ""4 cups chopped romaine lettuce"", ""2 cucumbers, cut into 1-inch pieces"", ""1 14-oz. can hearts of palm, drained, cut into 1-inch pieces"", ""1 12-oz. can artichoke hearts, drained and quartered"", ""6 ounces feta, broken into chunks"", ""2/3 cup pitted kalamata olives"", ""1 12-oz. jar roasted red peppers, drained, cut into strips"", ""1 small bulb fennel, quartered, cored, sliced very thin""]","[""Place fennel seeds in a medium skillet over medium heat and cook, tossing, until fragrant, 2 to 3 minutes. Add chickpeas and 1 Tbsp. oil. Season with salt; saute until warmed through, about 2 minutes. Transfer to a bowl to cool. In a separate large bowl, whisk remaining oil with lemon zest and lemon juice, oregano and mint. Season with salt and pepper."", ""Toss lettuce in a third bowl with 2 Tbsp. dressing. Arrange lettuce on a large platter. In the same bowl, toss chickpea mixture with 2 Tbsp. dressing. On top of lettuce, arrange each of remaining ingredients in rows. Serve with remaining dressing on the side.""]",www.myrecipes.com/recipe/mediterranean-salad-0,Gathered,"[""fennel seeds"", ""chickpeas"", ""extra-virgin olive oil"", ""Salt"", ""lemon"", ""lemon juice"", ""fresh oregano"", ""mint"", ""romaine lettuce"", ""cucumbers"", ""hearts of palm"", ""hearts"", ""feta"", ""olives"", ""red peppers"", ""bulb fennel""]"
49,35305,1039521,1039521,Mini Herbed Cucumber Canapes,"[""1 cup mayonnaise (no substitutes)"", ""3 ounces cream cheese, softened"", ""1 tablespoon grated onion"", ""1 tablespoon minced chives (fresh or dried)"", ""1/2 teaspoon cider vinegar"", ""1/2 teaspoon Worcestershire sauce"", ""1 clove garlic, minced"", ""1/4 teaspoon paprika"", ""1/8 teaspoon dried oregano"", ""1/8 teaspoon thyme"", ""1/8 teaspoon basil"", ""1/8 teaspoon parsley flakes"", ""1/8 teaspoon dill weed"", ""1/8 teaspoon curry powder"", ""1 loaf of mini miniature party rye rounds"", ""2 medium cucumbers, scored and thinly sliced"", ""diced pimentos or diced red pepper (for garnish)"", ""additional dill weed (for garnish)""]","[""In a food processor or blender, combine first 9 ingredients (this includes all the 1/8 tsp seasonings.) Cover and process until blended."", ""Cover and refrigerate for 24 hours."", ""Spread Mayonnaise mixture over bread slices;top with cucumber slices."", ""Garnish with pimientos or red pepper and dill weed.""]",www.food.com/recipe/mini-herbed-cucumber-canapes-35007,Gathered,"[""mayonnaise"", ""cream cheese"", ""onion"", ""chives"", ""cider vinegar"", ""Worcestershire sauce"", ""clove garlic"", ""paprika"", ""oregano"", ""thyme"", ""basil"", ""parsley flakes"", ""dill weed"", ""curry powder"", ""party rye"", ""cucumbers"", ""pimentos"", ""dill""]"
